match_id,elapsed_time,point_no,server,p1_skill_score,p2_skill_score,p1_physical_score,p2_physical_score,p1_error_score,p2_error_score,p1_win_streak,p2_win_streak,point_victor,win_streak,p1_momentum_score,p2_momentum_score,momentum_diff,diff_sig
2023-wimbledon-1301,1160,31,1,0,0,0.004191975,0.004814061,-1,0,3,-3,2,3,1.5777981,2.3,-0.7222019,1
2023-wimbledon-1301,1203,32,1,0,0,0.005534865,0.007471772,0,0,-1,1,2,-1,2.7,2.5,0.2,-1
2023-wimbledon-1301,1255,33,1,0,0,0.005701003,0.006884617,-1,0,-2,2,2,-2,1.4,2.2,-0.8,1
2023-wimbledon-1301,1287,34,1,0.0777981,0,0.036946847,0.031003545,0,0,-3,3,1,-3,3.7,1.3,2.4,0
2023-wimbledon-1301,1339,35,1,0.0777981,0,0.003216959,0.003847761,0,0,1,-1,1,1,2.9777981,1.5,1.4777981,-1
2023-wimbledon-1301,1462,36,2,0,0,0.003463045,0.003073324,0,0,2,-2,2,2,1.2777981,2.6,-1.3222019,1
2023-wimbledon-1301,1493,37,2,0,0,0.041718548,0.04240532,0,-1,-1,1,1,-1,2.5,1.7,0.8,-1
2023-wimbledon-1301,1565,38,2,0,0,0.003250645,0.002877669,0,0,1,-1,2,1,1.5,3.9,-2.4,0
2023-wimbledon-1301,1590,39,2,0,0,0.002305322,0.00229133,0,0,-1,1,2,-1,1.5,2.9,-1.4,0
2023-wimbledon-1301,1616,40,2,0,0,0.00285153,0.002765282,0,0,-2,2,2,-2,1.2,2.6,-1.4,1
2023-wimbledon-1301,1662,41,1,0.12479256,0,0.072373275,0.069161001,0,0,-3,3,1,-3,2.7,1.3,1.4,0
2023-wimbledon-1301,1717,42,1,0,0,0.008502046,0.014878424,0,-1,1,-1,1,1,3.02479256,1.5,1.52479256,0
2023-wimbledon-1301,1746,43,1,0.12479256,0,0.006031995,0.009311707,0,0,2,-2,1,2,2.6,2.2,0.4,-1
2023-wimbledon-1301,1772,44,1,0,0,0.026593798,0.02740306,0,0,3,-3,2,3,1.62479256,2.3,-0.67520744,1
2023-wimbledon-1301,1817,45,1,0,0,0.038109736,0.030766052,0,0,-1,1,1,-1,2.9,1.5,1.4,-1
2023-wimbledon-1301,1954,46,2,0,0,0.003086835,0.002851488,0,0,1,-1,2,1,1.5,2.9,-1.4,1
2023-wimbledon-1301,1977,47,2,0,0,0.001740977,0.001740977,0,-1,-1,1,1,-1,2.5,1.7,0.8,-1
2023-wimbledon-1301,2013,48,2,0,0.6166313,0.002072444,0.001939861,0,0,1,-1,2,1,1.5,3.9,-2.4,1
2023-wimbledon-1301,2038,49,2,0,0,0.026298304,0.027159865,0,-1,-1,1,1,-1,2.5,2.3166313,0.1833687,-1
2023-wimbledon-1301,2086,50,2,0.12479256,0,0.228497052,0.201246401,0,0,1,-1,1,1,2.5,2.7,-0.2,1
2023-wimbledon-1301,2162,51,2,0.3055706,0,0.042605809,0.028077633,0,-1,2,-2,1,2,2.32479256,1.4,0.92479256,0
2023-wimbledon-1301,2238,52,1,0,0,0.002535775,0.002853241,0,0,3,-3,1,3,3.0055706,2.3,0.7055706,-1
2023-wimbledon-1301,2264,53,1,0,0,0.00430811,0.005223805,0,0,4,-4,2,4,1.6,2.4,-0.8,1
2023-wimbledon-1301,2306,54,1,0,0,0.002745871,0.003179175,0,0,-1,1,1,-1,2.9,1.5,1.4,-1
2023-wimbledon-1301,2334,55,1,0,0,0.012471937,0.012515978,0,0,1,-1,2,1,1.7,2.5,-0.8,1
2023-wimbledon-1301,2369,56,1,0.0777981,0,0.009586046,0.009709225,0,0,-1,1,1,-1,2.9,1.5,1.4,-1
2023-wimbledon-1301,2401,57,1,0,0,0.006051584,0.005490973,-1,0,1,-1,2,1,1.7777981,2.5,-0.7222019,1
2023-wimbledon-1301,2433,58,1,0,0,0.052251815,0.049559092,0,0,-1,1,1,-1,3.9,1.5,2.4,-1
2023-wimbledon-1301,2483,59,1,0,0.20259066,0.016945323,0.018273907,0,0,1,-1,2,1,1.7,2.5,-0.8,0
2023-wimbledon-1301,2551,60,1,0,0.20259066,0.031915521,0.034019877,0,0,-1,1,2,-1,1.7,2.70259066,-1.00259066,1
2023-wimbledon-1301,2598,61,1,0.12479256,0,0.031837817,0.047178466,0,0,-2,2,1,-2,2.6,1.40259066,1.19740934,0
2023-wimbledon-1301,2639,62,1,0,0,0.002290966,0.00252746,0,0,1,-1,1,1,3.02479256,1.5,1.52479256,0
2023-wimbledon-1301,2669,63,1,0.0777981,0,0.013227538,0.015301616,0,-1,2,-2,1,2,2.6,1.2,1.4,-1
2023-wimbledon-1301,2824,64,2,0,0.6166313,0.002194564,0.002016104,0,0,3,-3,2,3,1.3777981,3.7,-2.3222019,0
2023-wimbledon-1301,2847,65,2,0,0.6166313,0.002030121,0.002022781,0,0,-1,1,2,-1,1.5,3.5166313,-2.0166313,0
2023-wimbledon-1301,2872,66,2,0,0.0777981,0.002656735,0.002702382,0,0,-2,2,2,-2,1.2,3.2166313,-2.0166313,0
2023-wimbledon-1301,2897,67,2,0,0,0.003968726,0.003312921,0,0,-3,3,2,-3,1.3,2.7777981,-1.4777981,1
2023-wimbledon-1301,2957,68,1,0.6166313,0,0.002022987,0.002066111,0,0,-4,4,1,-4,2.8,1.4,1.4,0
2023-wimbledon-1301,2978,69,1,0,0,0.00246663,0.002687066,0,0,1,-1,1,1,3.5166313,1.5,2.0166313,-1
2023-wimbledon-1301,3014,70,1,0,0.12479256,0.003358013,0.003581432,0,0,2,-2,2,2,1.4,2.2,-0.8,0
2023-wimbledon-1301,3070,71,1,0,0,0.099503817,0.112416222,-1,0,-1,1,2,-1,1.7,2.62479256,-0.92479256,1
2023-wimbledon-1301,3114,72,1,0.6166313,0,0.002034161,0.002230971,0,0,-2,2,1,-2,3.6,1.2,2.4,-1
2023-wimbledon-1301,3141,73,1,0,0,0.007202754,0.007922557,-1,0,1,-1,2,1,2.3166313,2.5,-0.1833687,1
2023-wimbledon-1301,3186,74,1,0,0,0.005288378,0.006081124,-1,0,-1,1,2,-1,2.7,2.5,0.2,0
2023-wimbledon-1301,3251,75,1,0,0.3055706,0.005632954,0.006713346,0,0,-2,2,2,-2,2.4,2.2,0.2,-1
2023-wimbledon-1301,3296,76,2,0,0,0.003721909,0.003568222,0,0,-3,3,2,-3,1.3,3.0055706,-1.7055706,0
2023-wimbledon-1301,3320,77,2,0,0,0.004087603,0.00439681,0,0,-4,4,2,-4,1.4,2.8,-1.4,0
2023-wimbledon-1301,3350,78,2,0,0.12479256,0.00928564,0.005355628,0,0,-5,5,2,-5,0.5,2.9,-2.4,0
2023-wimbledon-1301,3428,79,2,0,0,0.054925207,0.058460911,-1,0,-6,6,2,-6,0.458578644,3.066213916,-2.607635272,0
2023-wimbledon-1301,3562,80,1,0,0,0.127862065,0.102843306,0,0,-7,7,2,-7,1.626794919,2.573205081,-0.946410162,1
2023-wimbledon-1301,3617,81,1,0,0,0.003258764,0.003983613,0,0,-8,8,1,-8,1.8,1.6,0.2,0
2023-wimbledon-1301,3641,82,1,0.6166313,0,0.002055563,0.002096394,0,0,1,-1,1,1,2.9,1.5,1.4,-1
2023-wimbledon-1301,3681,83,1,0,0,0.10803076,0.07689345,0,0,2,-2,2,2,2.0166313,2.2,-0.1833687,0
2023-wimbledon-1301,3725,84,1,0,0.20259066,0.013793025,0.016161171,0,0,-1,1,2,-1,1.7,2.5,-0.8,1
2023-wimbledon-1301,3774,85,1,0,0,0.008370894,0.010364459,0,-1,-2,2,1,-2,2.6,1.40259066,1.19740934,0
2023-wimbledon-1301,3830,86,1,0,0,0.01173725,0.014282021,0,-1,1,-1,1,1,2.9,2.5,0.4,0
2023-wimbledon-1301,3861,87,1,0,0,0.119829221,0.10016838,0,0,2,-2,1,2,2.6,2.2,0.4,-1
2023-wimbledon-1301,3938,88,2,0,0.12479256,0.037681522,0.019305683,0,0,3,-3,2,3,1.3,2.7,-1.4,0
2023-wimbledon-1301,3976,89,2,0,0.0777981,0.004487018,0.003605042,0,0,-1,1,2,-1,1.5,3.02479256,-1.52479256,1
2023-wimbledon-1301,4006,90,2,0.12479256,0,0.032824143,0.02410944,0,0,-2,2,1,-2,2.2,1.4777981,0.7222019,0
2023-wimbledon-1301,4062,91,2,0,0,0.069232637,0.052034448,0,-1,1,-1,1,1,2.62479256,1.7,0.92479256,-1
2023-wimbledon-1301,4106,92,2,0,0,0.093269357,0.07670564,0,-1,2,-2,1,2,2.2,2.4,-0.2,0
2023-wimbledon-1301,4159,93,2,0,0.0777981,0.037216928,0.030523544,0,0,3,-3,2,3,1.3,3.7,-2.4,1
2023-wimbledon-1301,4224,94,2,0,0,0.093445597,0.090511794,0,0,-1,1,1,-1,2.5,1.7777981,0.7222019,-1
2023-wimbledon-1301,4290,95,2,0,0.0777981,0.020471771,0.010692503,0,0,1,-1,2,1,1.5,2.9,-1.4,0
2023-wimbledon-1301,4328,96,2,0,0,0.003345337,0.002990252,0,0,-1,1,2,-1,1.5,2.9777981,-1.4777981,0
2023-wimbledon-1301,4357,97,2,0,0.20259066,0.02558184,0.020761365,0,0,-2,2,2,-2,1.2,2.6,-1.4,0
2023-wimbledon-1301,4488,98,1,0,0,0.004849924,0.008634737,0,0,-3,3,2,-3,1.5,2.50259066,-1.00259066,1
2023-wimbledon-1301,4527,99,1,0,0,0.003012719,0.003324679,0,0,-4,4,1,-4,2.8,1.4,1.4,-1
2023-wimbledon-1301,4555,100,1,0,0,0.004504661,0.004797812,-1,0,1,-1,2,1,1.7,2.5,-0.8,1
2023-wimbledon-1301,4613,101,1,0,0,0.002526156,0.002899132,0,0,-1,1,1,-1,3.9,1.5,2.4,0
2023-wimbledon-1301,4642,102,1,0,0,0.004770038,0.006412417,0,0,1,-1,1,1,2.9,1.5,1.4,-1
2023-wimbledon-1301,4668,103,1,0,0.12479256,0.069330589,0.111803069,0,0,2,-2,2,2,1.4,2.2,-0.8,1
2023-wimbledon-1301,4710,104,1,0.20259066,0,0.007221573,0.013259381,0,0,-1,1,1,-1,2.9,1.62479256,1.27520744,0
2023-wimbledon-1301,4741,105,1,0.12479256,0,0.00211358,0.002206939,0,0,1,-1,1,1,3.10259066,1.5,1.60259066,0
2023-wimbledon-1301,4797,106,2,0,0,0.018325823,0.014584134,0,-1,2,-2,1,2,2.32479256,1.4,0.92479256,-1
2023-wimbledon-1301,4831,107,2,0,0,0.0139038,0.011575796,-1,0,3,-3,2,3,1.3,3.7,-2.4,0
2023-wimbledon-1301,4866,108,2,0,0,0.011892623,0.014064417,-1,0,-1,1,2,-1,2.5,2.9,-0.4,0
2023-wimbledon-1301,4901,109,2,0,0.20259066,0.010982471,0.009379775,0,0,-2,2,2,-2,2.2,2.6,-0.4,1
2023-wimbledon-1301,4935,110,2,0,0,0.02043806,0.008721197,0,0,-3,3,1,-3,2.3,1.70259066,0.59740934,0
2023-wimbledon-1301,4966,111,2,0,0,0.093842841,0.074684808,0,-1,1,-1,1,1,2.5,1.7,0.8,-1
2023-wimbledon-1301,5038,112,2,0,0,0.06277306,0.053904211,0,-1,2,-2,1,2,2.2,2.4,-0.2,0
2023-wimbledon-1301,5101,113,2,0,0,0.004581547,0.003329348,0,0,3,-3,2,3,1.3,3.7,-2.4,0
2023-wimbledon-1301,5132,114,2,0,0.20259066,0.054203666,0.044311084,0,0,-1,1,2,-1,1.5,2.9,-1.4,1
2023-wimbledon-1301,5177,115,2,0,0,0.015872397,0.013381303,0,-1,-2,2,1,-2,2.2,1.60259066,0.59740934,-1
2023-wimbledon-1301,5219,116,2,0,0,0.037792674,0.032243451,0,0,1,-1,1,1,2.5,2.7,-0.2,1
2023-wimbledon-1301,5308,117,2,0.3055706,0,0.006478948,0.005037966,0,-1,2,-2,1,2,2.2,1.4,0.8,0
2023-wimbledon-1301,5429,118,1,0,0,0.002520386,0.002867442,0,0,3,-3,1,3,3.0055706,2.3,0.7055706,0
2023-wimbledon-1301,5448,119,1,0,0,0.002697582,0.002889346,0,0,4,-4,1,4,2.8,1.4,1.4,0
2023-wimbledon-1301,5481,120,1,0,0,0.008293379,0.012587421,0,-1,5,-5,1,5,2.9,0.5,2.4,0
2023-wimbledon-1301,5519,121,1,0.12479256,0,0.00840782,0.010633978,0,0,6,-6,1,6,2.941421356,1.458578644,1.482842712,0
2023-wimbledon-1301,5565,122,2,0,0,0.005940191,0.005450229,0,0,7,-7,1,7,2.697997641,0.626794919,2.071202722,-1
2023-wimbledon-1301,5591,123,2,0,0.6166313,0.002334218,0.002219298,0,0,8,-8,2,8,1.6,1.8,-0.2,0
2023-wimbledon-1301,5617,124,2,0,0,0.00291562,0.002836254,0,0,-1,1,2,-1,1.5,3.5166313,-2.0166313,0
2023-wimbledon-1301,5656,125,2,0,0.6166313,0.003755371,0.003037404,0,0,-2,2,2,-2,1.2,2.6,-1.4,0
2023-wimbledon-1301,5682,126,2,0,0,0.022873168,0.012323863,0,0,-3,3,2,-3,1.3,3.3166313,-2.0166313,1
2023-wimbledon-1301,5788,127,1,0,0,0.003252809,0.004288242,0,0,-4,4,1,-4,2.8,1.4,1.4,-1
2023-wimbledon-1301,5817,128,1,0,0,0.027076943,0.051730524,0,0,1,-1,2,1,1.7,2.5,-0.8,1
2023-wimbledon-1301,5881,129,1,0,0,0.002640114,0.00277545,0,-1,-1,1,1,-1,2.9,1.5,1.4,0
2023-wimbledon-1301,5923,130,1,0,0,0.053759655,0.09089899,0,0,1,-1,1,1,2.9,2.5,0.4,-1
2023-wimbledon-1301,5963,131,1,0,0,0.006337267,0.007986527,0,0,2,-2,2,2,1.4,2.2,-0.8,1
2023-wimbledon-1301,5996,132,1,0,0,0.02371908,0.029702525,0,0,-1,1,1,-1,2.9,1.5,1.4,-1
2023-wimbledon-1301,6044,133,2,0,0.6166313,0.00224657,0.002145871,0,0,1,-1,2,1,1.5,2.9,-1.4,0
2023-wimbledon-1301,6070,134,2,0,0,0.003667203,0.003086177,0,0,-1,1,2,-1,1.5,3.5166313,-2.0166313,1
2023-wimbledon-1301,6099,135,2,0,0,0.007020952,0.006056628,0,-1,-2,2,1,-2,2.2,1.4,0.8,-1
2023-wimbledon-1301,6142,136,2,0,0,0.021857424,0.011268894,0,0,1,-1,2,1,1.5,3.9,-2.4,0
2023-wimbledon-1301,6195,137,2,0,0,0.003083971,0.003195451,0,0,-1,1,2,-1,1.5,2.9,-1.4,1
2023-wimbledon-1301,6324,138,1,0.6166313,0,0.003687386,0.003663071,0,0,-2,2,1,-2,2.6,1.2,1.4,0
2023-wimbledon-1301,6359,139,1,0,0,0.002436682,0.002854846,0,0,1,-1,1,1,3.5166313,1.5,2.0166313,0
2023-wimbledon-1301,6398,140,1,0,0,0.002456435,0.002557592,0,0,2,-2,1,2,2.6,1.2,1.4,0
2023-wimbledon-1301,6437,141,1,0,0,0.014979824,0.03137632,0,0,3,-3,1,3,2.7,1.3,1.4,-1
2023-wimbledon-1301,6492,142,2,0,0,0.23873302,0.182449414,0,0,4,-4,2,4,1.4,2.8,-1.4,1
2023-wimbledon-1301,6551,143,1,0,0,0.003362411,0.003244508,0,0,-1,1,1,-1,2.9,1.5,1.4,0
2023-wimbledon-1301,6577,144,1,0,0,0.154648934,0.141549124,0,0,1,-1,1,1,2.9,1.5,1.4,-1
2023-wimbledon-1301,6692,145,2,0,0.12479256,0.004147654,0.003456983,0,0,2,-2,2,2,1.2,2.6,-1.4,0
2023-wimbledon-1301,6723,146,2,0,0.6166313,0.003156634,0.003130944,0,0,-1,1,2,-1,1.5,3.02479256,-1.52479256,1
2023-wimbledon-1301,6761,147,1,0.0777981,0,0.029549999,0.028114064,0,0,-2,2,1,-2,2.6,1.8166313,0.7833687,0
2023-wimbledon-1301,6823,148,1,0,0,0.003151304,0.003993826,0,0,1,-1,1,1,2.9777981,1.5,1.4777981,-1
2023-wimbledon-1301,6865,149,2,0,0,0.004348024,0.004008538,0,0,2,-2,2,2,1.2,2.6,-1.4,0
2023-wimbledon-1301,6897,150,2,0,0,0.010357538,0.010693354,-1,0,-1,1,2,-1,1.5,2.9,-1.4,1
2023-wimbledon-1301,6953,151,1,0.12479256,0,0.023915904,0.03372545,0,0,-2,2,1,-2,3.6,1.2,2.4,0
2023-wimbledon-1301,6992,152,1,0.20259066,0,0.005386744,0.007287408,0,0,1,-1,1,1,3.02479256,1.5,1.52479256,-1
2023-wimbledon-1301,7031,153,2,0,0.0777981,0.015847177,0.012248165,0,0,2,-2,2,2,1.40259066,2.6,-1.19740934,0
2023-wimbledon-1301,7105,154,2,0,0,0.00329914,0.003045672,0,0,-1,1,2,-1,1.5,2.9777981,-1.4777981,0
2023-wimbledon-1301,7144,155,1,0,0,0.028439351,0.020174237,0,0,-2,2,2,-2,1.4,2.2,-0.8,1
2023-wimbledon-1301,7445,156,1,0,0,0.044693461,0.078330812,0,-1,-3,3,1,-3,2.7,1.3,1.4,-1
2023-wimbledon-1301,7490,157,1,0,0.0777981,0.017962826,0.025321419,0,0,1,-1,2,1,1.7,3.5,-1.8,1
2023-wimbledon-1301,7538,158,1,0,0,0.002956018,0.002958541,0,0,-1,1,1,-1,2.9,1.5777981,1.3222019,-1
2023-wimbledon-1301,7580,159,1,0,0,0.002049166,0.002049166,-1,0,1,-1,2,1,1.7,2.5,-0.8,1
2023-wimbledon-1301,7622,160,1,0,0,0.002998013,0.003394845,0,0,-1,1,1,-1,3.9,1.5,2.4,0
2023-wimbledon-1301,7647,161,1,0,0,0.003649523,0.005663961,0,0,1,-1,1,1,2.9,1.5,1.4,0
2023-wimbledon-1301,7721,162,2,0.0777981,0,0.063849063,0.063516917,0,0,2,-2,1,2,2.2,1.4,0.8,-1
2023-wimbledon-1301,7768,163,2,0,0.0777981,0.004158683,0.003561829,0,0,3,-3,2,3,1.3777981,2.7,-1.3222019,0
2023-wimbledon-1301,7800,164,2,0,0.12479256,0.038400941,0.016164134,0,0,-1,1,2,-1,1.5,2.9777981,-1.4777981,1
2023-wimbledon-1301,7855,165,2,0,0,0.006401846,0.0050962,0,0,-2,2,1,-2,2.2,1.52479256,0.67520744,0
2023-wimbledon-1301,7895,166,2,0,0,0.018502484,0.015415912,0,-1,1,-1,1,1,2.5,1.7,0.8,-1
2023-wimbledon-1301,7935,167,2,0,0.20259066,0.009940332,0.009550841,0,0,2,-2,2,2,1.2,3.6,-2.4,1
2023-wimbledon-1301,7973,168,2,0,0,0.005787309,0.00485097,0,-1,-1,1,1,-1,2.5,1.90259066,0.59740934,-1
2023-wimbledon-1301,8018,169,2,0,0,0.008332224,0.003856281,0,0,1,-1,2,1,1.5,3.9,-2.4,0
2023-wimbledon-1301,8048,170,2,0,0.12479256,0.009102659,0.007045785,0,0,-1,1,2,-1,1.5,2.9,-1.4,1
2023-wimbledon-1301,8093,171,2,0,0,0.002064186,0.002064186,0,-1,-2,2,1,-2,2.2,1.52479256,0.67520744,-1
2023-wimbledon-1301,8148,172,2,0,0,0.003624853,0.00293877,0,0,1,-1,2,1,1.5,3.9,-2.4,0
2023-wimbledon-1301,8175,173,2,0,0.20259066,0.02121765,0.01843868,0,0,-1,1,2,-1,1.5,2.9,-1.4,1
2023-wimbledon-1301,8218,174,1,0.12479256,0,0.038556737,0.051442303,0,0,-2,2,1,-2,2.6,1.40259066,1.19740934,0
2023-wimbledon-1301,8266,175,1,0.12479256,0,0.009501033,0.01522711,0,0,1,-1,1,1,3.02479256,1.5,1.52479256,-1
2023-wimbledon-1301,8296,176,1,0,0.12479256,0.041813154,0.047396785,0,0,2,-2,2,2,1.52479256,2.2,-0.67520744,0
2023-wimbledon-1301,8333,177,1,0,0,0.017416584,0.015596204,-1,0,-1,1,2,-1,1.7,2.62479256,-0.92479256,1
2023-wimbledon-1301,8379,178,1,0,0,0.009697517,0.009705086,0,-1,-2,2,1,-2,3.6,1.2,2.4,0
2023-wimbledon-1301,8427,179,1,0.6166313,0,0.003886731,0.007698152,0,0,1,-1,1,1,2.9,2.5,0.4,0
2023-wimbledon-1301,8566,180,2,0,0,0.006656149,0.008255404,0,-1,2,-2,1,2,2.8166313,1.4,1.4166313,-1
2023-wimbledon-1301,8616,181,2,0.12479256,0,0.040199182,0.036033135,0,0,3,-3,1,3,2.3,2.5,-0.2,0
2023-wimbledon-1301,8661,182,2,0,0,0.016020241,0.010274895,-1,0,4,-4,2,4,1.52479256,2.8,-1.27520744,1
2023-wimbledon-1301,8730,183,2,0,0,0.007647302,0.005475967,0,-1,-1,1,1,-1,3.5,1.7,1.8,-1
2023-wimbledon-1301,8759,184,2,0.3055706,0,0.036785616,0.031802049,0,0,1,-1,1,1,2.5,2.7,-0.2,1
2023-wimbledon-1301,8805,185,1,0.6166313,0,0.002217714,0.002279189,0,0,2,-2,1,2,2.9055706,1.2,1.7055706,0
2023-wimbledon-1301,8829,186,1,0.12479256,0,0.00252227,0.002931948,0,0,3,-3,1,3,3.3166313,1.3,2.0166313,0
2023-wimbledon-1301,8855,187,1,0,0,0.056045243,0.059335965,0,-1,4,-4,1,4,2.92479256,1.4,1.52479256,-1
2023-wimbledon-1301,8901,188,1,0,0,0.002086012,0.002086012,-1,0,5,-5,2,5,1.7,2.5,-0.8,1
2023-wimbledon-1301,8939,189,1,0.6166313,0,0.002265449,0.002334035,0,0,-1,1,1,-1,3.9,1.5,2.4,0
2023-wimbledon-1301,9063,190,2,0,0,0.018573582,0.016688975,0,-1,1,-1,1,1,3.1166313,1.7,1.4166313,-1
2023-wimbledon-1301,9121,191,2,0,0.12479256,0.002338199,0.002271678,0,0,2,-2,2,2,1.2,3.6,-2.4,0
2023-wimbledon-1301,9144,192,2,0,0,0.003026236,0.002901452,0,0,-1,1,2,-1,1.5,3.02479256,-1.52479256,1
2023-wimbledon-1301,9181,193,2,0.0777981,0,0.009031939,0.010459617,0,0,-2,2,1,-2,2.2,1.4,0.8,-1
2023-wimbledon-1301,9244,194,2,0,0.12479256,0.007837966,0.008018261,0,0,1,-1,2,1,1.5777981,2.9,-1.3222019,0
2023-wimbledon-1301,9286,195,2,0,0.0777981,0.004821248,0.00366883,0,0,-1,1,2,-1,1.5,3.02479256,-1.52479256,1
2023-wimbledon-1301,9322,196,1,0.12479256,0,0.002934317,0.003308669,0,0,-2,2,1,-2,2.6,1.2777981,1.3222019,0
2023-wimbledon-1301,9346,197,1,0,0,0.01137825,0.01286465,0,0,1,-1,1,1,3.02479256,1.5,1.52479256,0
2023-wimbledon-1301,9375,198,1,0,0,0.012391226,0.013000237,0,-1,2,-2,1,2,2.6,1.2,1.4,0
2023-wimbledon-1301,9414,199,1,0.6166313,0,0.002277324,0.002295904,0,0,3,-3,1,3,2.7,2.3,0.4,-1
2023-wimbledon-1301,9529,200,2,0,0,0.003642641,0.003122402,0,0,4,-4,2,4,2.0166313,2.8,-0.7833687,1
2023-wimbledon-1301,9549,201,2,0,0,0.005602967,0.005149707,0,-1,-1,1,1,-1,2.5,1.7,0.8,-1
2023-wimbledon-1301,9579,202,2,0,0.0777981,0.146704715,0.110370513,0,0,1,-1,2,1,1.5,3.9,-2.4,1
2023-wimbledon-1301,9634,203,2,0.12479256,0,0.100601046,0.100011532,0,0,-1,1,1,-1,2.5,1.7777981,0.7222019,0
2023-wimbledon-1301,9688,204,2,0,0,0.02213972,0.018197092,0,-1,1,-1,1,1,2.62479256,1.7,0.92479256,-1
2023-wimbledon-1301,9727,205,2,0,0.6166313,0.002273586,0.002283449,0,0,2,-2,2,2,1.2,3.6,-2.4,0
2023-wimbledon-1301,9755,206,2,0,0.6166313,0.002477937,0.002271951,0,0,-1,1,2,-1,1.5,3.5166313,-2.0166313,0
