elapsed_time,actual,predicted,match_id,arima_pred
2086,1,0.6060635433725263,2023-wimbledon-1301,0.48141914693139987
2162,1,1.2414166305035983,2023-wimbledon-1301,0.4796439960929926
2238,1,0.4542592985963767,2023-wimbledon-1301,0.5022505802825897
2264,0,0.4521056782519452,2023-wimbledon-1301,0.491820418347044
2306,1,0.5103997942470895,2023-wimbledon-1301,0.4910452509409213
2334,0,0.4932437512725489,2023-wimbledon-1301,0.4921076801620466
2369,1,0.5901297891431293,2023-wimbledon-1301,0.49192111664626703
2401,0,-0.0158951732301018,2023-wimbledon-1301,0.49484472715427563
2433,1,0.5186743921419339,2023-wimbledon-1301,0.47856619026519187
2483,0,0.2640180681890596,2023-wimbledon-1301,0.4857142729622603
2551,0,0.2859890088232819,2023-wimbledon-1301,0.47888142588659155
2598,1,0.658880923044426,2023-wimbledon-1301,0.47593231543622905
2639,1,0.4965935517248258,2023-wimbledon-1301,0.4834350407295204
2669,1,1.0271223713476607,2023-wimbledon-1301,0.48168710704999396
2824,0,-0.2426613949670447,2023-wimbledon-1301,0.4967520410069709
2847,0,-0.1841750042200364,2023-wimbledon-1301,0.46986258644941703
2872,0,0.4625109292562451,2023-wimbledon-1301,0.46050729180923666
2897,0,0.558744237841301,2023-wimbledon-1301,0.46834848884355534
2957,1,1.1948131360883236,2023-wimbledon-1301,0.47085999885315777
2978,1,0.4912790443389629,2023-wimbledon-1301,0.48918905849908545
3014,0,0.3405508052827407,2023-wimbledon-1301,0.48072188252303527
3070,0,0.0139505379962663,2023-wimbledon-1301,0.4768988229069476
3114,1,1.1668233190454869,2023-wimbledon-1301,0.4664332922384976
3141,0,-0.016279503558684,2023-wimbledon-1301,0.49008633678518665
3186,0,0.0110119185671434,2023-wimbledon-1301,0.4688593775723478
3251,0,0.1743278568110019,2023-wimbledon-1301,0.46300122883538314
3296,0,0.5421789624171984,2023-wimbledon-1301,0.461124352837198
3320,0,0.5468635139514739,2023-wimbledon-1301,0.46663400915399245
3350,0,0.4056544205607042,2023-wimbledon-1301,0.46773269346001833
3428,0,0.0513033463358164,2023-wimbledon-1301,0.4652311217929838
3562,0,0.5712107259152164,2023-wimbledon-1301,0.45571060039509376
3617,1,0.57569554795316,2023-wimbledon-1301,0.46343422311858934
3641,1,1.0928120782321995,2023-wimbledon-1301,0.4648746412076219
3681,0,0.4453837002871762,2023-wimbledon-1301,0.47878010650165315
3725,0,0.2422371292387438,2023-wimbledon-1301,0.4705578304278551
3774,1,0.943882353135028,2023-wimbledon-1301,0.4653853305063503
3830,1,0.9040644894882468,2023-wimbledon-1301,0.47949098702083404
3861,1,0.4368827179314695,2023-wimbledon-1301,0.48394846968642596
3938,0,0.2858851670472553,2023-wimbledon-1301,0.4777645670269831
3976,0,0.3906458415261377,2023-wimbledon-1301,0.47375958896255516
4006,1,0.6172438209761046,2023-wimbledon-1301,0.4740907186792088
4062,1,0.909298620560117,2023-wimbledon-1301,0.47841881497482974
4106,1,0.8970402363046617,2023-wimbledon-1301,0.48668313263395885
4159,0,0.338964418912946,2023-wimbledon-1301,0.49099730833591826
4224,1,0.4790757823156469,2023-wimbledon-1301,0.48262126171308983
4290,0,0.3685495721928154,2023-wimbledon-1301,0.4842758282226161
4328,0,0.4812025507802911,2023-wimbledon-1301,0.4817221273049417
4357,0,0.2509408261927915,2023-wimbledon-1301,0.4830773641923372
4488,0,0.497673025456823,2023-wimbledon-1301,0.477901845349033
4527,1,0.5040756434175906,2023-wimbledon-1301,0.4810837919674993
4555,0,-0.0638855394826207,2023-wimbledon-1301,0.48139349015258376
4613,1,0.4712795214181749,2023-wimbledon-1301,0.46907768723082555
4642,1,0.4515751944704189,2023-wimbledon-1301,0.47556336183838327
4668,0,0.2997689630380808,2023-wimbledon-1301,0.4750900502729912
4710,1,0.6898100469122679,2023-wimbledon-1301,0.471553307146037
4741,1,0.5871953043613467,2023-wimbledon-1301,0.47836427081381316
4797,1,0.9063686772756764,2023-wimbledon-1301,0.47816202333349944
4831,0,-0.0682159323761372,2023-wimbledon-1301,0.48605947099491126
4866,0,-0.013176064803387,2023-wimbledon-1301,0.4691044752143958
4901,0,0.2708909267462648,2023-wimbledon-1301,0.46530053827108814
4935,1,0.5175165396135321,2023-wimbledon-1301,0.4669467004137386
4966,1,0.9248974872849204,2023-wimbledon-1301,0.4703855776329393
5038,1,0.912318098311666,2023-wimbledon-1301,0.4794038733027506
5101,0,0.444863386740936,2023-wimbledon-1301,0.4831202844490751
5132,0,0.2561470235369,2023-wimbledon-1301,0.4771354158611655
5177,1,0.9580714845093316,2023-wimbledon-1301,0.4729159522017052
5219,1,0.4629153547853031,2023-wimbledon-1301,0.48561629747039914
5308,1,1.2249024365638412,2023-wimbledon-1301,0.4794398062209696
5429,1,0.4398943843353863,2023-wimbledon-1301,0.4950204218274261
5448,1,0.433723864113581,2023-wimbledon-1301,0.48507129718907216
5481,1,0.8826555079040335,2023-wimbledon-1301,0.4845648755263446
5519,1,0.5435453809134172,2023-wimbledon-1301,0.4933077661830221
5565,1,0.4079687001118418,2023-wimbledon-1301,0.4896274972486647
5591,0,-0.3187230503277586,2023-wimbledon-1301,0.487319967464594
5617,0,0.5281063667391086,2023-wimbledon-1301,0.47198294834724513
5656,0,-0.1861672761490551,2023-wimbledon-1301,0.48266425011958514
5682,0,0.5505974323296186,2023-wimbledon-1301,0.46868075286229405
5788,1,0.5569238020205399,2023-wimbledon-1301,0.4782304219061675
5817,0,0.4949098812833568,2023-wimbledon-1301,0.47892714933871683
5881,1,0.9705700958687992,2023-wimbledon-1301,0.4783031346809158
5923,1,0.4887700031739082,2023-wimbledon-1301,0.48786867981922116
5963,0,0.4817565464658634,2023-wimbledon-1301,0.4820563152955292
5996,1,0.5161240766115196,2023-wimbledon-1301,0.48196931391698583
6044,0,-0.2256663333784283,2023-wimbledon-1301,0.4826434761627589
6070,0,0.5251029858240001,2023-wimbledon-1301,0.4683517152920279
6099,1,0.9869143618607092,2023-wimbledon-1301,0.47784375141613944
6142,0,0.4913611308715966,2023-wimbledon-1301,0.48719735942679077
6195,0,0.5121256553996598,2023-wimbledon-1301,0.4812425955413857
6324,1,1.151488980715026,2023-wimbledon-1301,0.4817191183122144
6359,1,0.4764991461509831,2023-wimbledon-1301,0.494301484792131
6398,1,0.4695331509979867,2023-wimbledon-1301,0.4860205326530471
6437,1,0.4626435649683618,2023-wimbledon-1301,0.48581846363539727
6492,0,0.4558294079313527,2023-wimbledon-1301,0.4855706543526867
6551,1,0.5177231333978423,2023-wimbledon-1301,0.4852786024501639
6577,1,0.4966547421774245,2023-wimbledon-1301,0.48625338978657967
6692,0,0.3434951438457946,2023-wimbledon-1301,0.48607126006171836
6723,0,-0.1952296630691373,2023-wimbledon-1301,0.4832365792867789
6761,1,0.6213429437806335,2023-wimbledon-1301,0.47207550797617587
6823,1,0.5056154347737468,2023-wimbledon-1301,0.48295530261441544
6865,0,0.4981933053488825,2023-wimbledon-1301,0.48171086923619083
6897,0,0.0252967366275137,2023-wimbledon-1301,0.48173202253333947
6953,1,0.6736799021210191,2023-wimbledon-1301,0.4729723444387648
6992,1,0.7168484300883796,2023-wimbledon-1301,0.482135094725178
7031,0,0.4080515149701117,2023-wimbledon-1301,0.48420328275974456
7105,0,0.5344906815132437,2023-wimbledon-1301,0.47997497242359255
7144,0,0.5413402095021862,2023-wimbledon-1301,0.48185675446521237
7445,1,1.003154965873218,2023-wimbledon-1301,0.4823239301234259
7490,0,0.4029074065351918,2023-wimbledon-1301,0.49124652081176523
7538,1,0.515895452204022,2023-wimbledon-1301,0.4834328782692281
7580,0,-0.012502064216681,2023-wimbledon-1301,0.48500341720836543
7622,1,0.5219098035815523,2023-wimbledon-1301,0.4754864474364244
7647,1,0.5006623818739944,2023-wimbledon-1301,0.482231911168332
7721,1,0.5729962670075559,2023-wimbledon-1301,0.48208997566439454
7768,0,0.3939128157395747,2023-wimbledon-1301,0.4835258932443643
7800,0,0.3882329352404421,2023-wimbledon-1301,0.48081201067578255
7855,1,0.5428321935034784,2023-wimbledon-1301,0.4801777633986265
7895,1,0.962801265842668,2023-wimbledon-1301,0.4824255526643246
7935,0,0.2577804763695414,2023-wimbledon-1301,0.49039786861527995
7973,1,0.9870590030247774,2023-wimbledon-1301,0.48048660436014007
8018,0,0.5050354242940069,2023-wimbledon-1301,0.4923167416075729
8048,0,0.3799954359008554,2023-wimbledon-1301,0.48657015700458034
8093,1,0.989762249944702,2023-wimbledon-1301,0.4844316133896488
8148,0,0.4941667104574614,2023-wimbledon-1301,0.49475821783605833
8175,0,0.2783268039415331,2023-wimbledon-1301,0.4887688402860883
8218,1,0.6532327992186473,2023-wimbledon-1301,0.48494268318083544
8266,1,0.616777555634032,2023-wimbledon-1301,0.49044030076949363
8296,0,0.3339741287527173,2023-wimbledon-1301,0.49072359131057064
8333,0,0.0091224391817792,2023-wimbledon-1301,0.486415099006347
8379,1,0.9847717140573812,2023-wimbledon-1301,0.47978845781732493
8427,1,1.1216275061654684,2023-wimbledon-1301,0.4944164345292669
8566,1,0.9292039324976406,2023-wimbledon-1301,0.49958194878437867
8616,1,0.5894044330939396,2023-wimbledon-1301,0.49965049933855765
8661,0,-0.0544366157177822,2023-wimbledon-1301,0.49604343267710327
8730,1,0.9761418342031964,2023-wimbledon-1301,0.48523467623904715
8759,1,0.8076302214958329,2023-wimbledon-1301,0.5003716984986685
8805,1,1.1153691955611142,2023-wimbledon-1301,0.5000105866482976
8829,1,0.5959659327050597,2023-wimbledon-1301,0.5070625299807806
8855,1,0.9143095095048293,2023-wimbledon-1301,0.5012682877077695
8901,0,-0.0605340947462391,2023-wimbledon-1301,0.5073280330913571
8939,1,1.1610038448707165,2023-wimbledon-1301,0.4925248701665893
9063,1,0.9545721837954868,2023-wimbledon-1301,0.5108255667631474
9121,0,0.3405926119527593,2023-wimbledon-1301,0.5106742320168377
9144,0,0.5229325078342877,2023-wimbledon-1301,0.5023654454347719
9181,1,0.609898413329251,2023-wimbledon-1301,0.5046752183833144
9244,0,0.3482459516511636,2023-wimbledon-1301,0.5062723800601538
9286,0,0.4260120272174663,2023-wimbledon-1301,0.5022951374541686
9322,1,0.6532970925046266,2023-wimbledon-1301,0.5028420712508749
9346,1,0.4888075539962409,2023-wimbledon-1301,0.5063571869685861
9375,1,0.9363967427743094,2023-wimbledon-1301,0.5042810879050008
9414,1,1.1009110236061272,2023-wimbledon-1301,0.5118762129213346
9529,0,0.4537087571879347,2023-wimbledon-1301,0.5168323149970242
9549,1,0.970942180834454,2023-wimbledon-1301,0.5086986423788118
9579,0,0.3981627777442412,2023-wimbledon-1301,0.5172528481197108
9634,1,0.6393362886901746,2023-wimbledon-1301,0.5097432484772777
9688,1,0.9435844302292026,2023-wimbledon-1301,0.5132966370736816
9727,0,-0.2452388099214006,2023-wimbledon-1301,0.5190875003576254
9755,0,-0.2017383112441059,2023-wimbledon-1301,0.5009879813620065
9782,0,-0.1858400969511521,2023-wimbledon-1301,0.4980908359497183
9827,1,0.5507261900680898,2023-wimbledon-1301,0.4949678235368032
9870,1,0.7096555446558966,2023-wimbledon-1301,0.5041332336734886
9905,1,0.9468046241529656,2023-wimbledon-1301,0.507039531158382
9958,0,-0.0284380758548736,2023-wimbledon-1301,0.5120051989611654
9989,1,0.5332382044747359,2023-wimbledon-1301,0.4976557277429472
10157,1,0.9667221438311024,2023-wimbledon-1301,0.5046082294620607
10203,0,0.4984772203201338,2023-wimbledon-1301,0.5120211952560993
10248,0,0.5330769365325799,2023-wimbledon-1301,0.5063020961687031
10272,0,0.4492375929518021,2023-wimbledon-1301,0.5068449845465431
10300,0,0.4024126587281988,2023-wimbledon-1301,0.5055646774226287
10355,1,0.5569729517542615,2023-wimbledon-1301,0.5045220077331181
10390,0,-0.0127320467298025,2023-wimbledon-1301,0.5066303224235603
10443,0,0.0144403919759716,2023-wimbledon-1301,0.49736885487449534
10483,1,0.5349858511837723,2023-wimbledon-1301,0.4954935987563802
10510,0,-0.0073815033228861,2023-wimbledon-1301,0.5019602631180109
10553,0,0.1697428533593049,2023-wimbledon-1301,0.49310621309805724
10629,0,0.4474708636004758,2023-wimbledon-1301,0.49378985127518177
10666,1,0.5465635058527598,2023-wimbledon-1301,0.49693672660274024
10712,0,0.4068026078135153,2023-wimbledon-1301,0.4983550330234255
10755,0,0.2830878385310111,2023-wimbledon-1301,0.4962602409010628
10788,1,0.7377977265753715,2023-wimbledon-1301,0.49382309537277536
10840,1,0.9475168332760838,2023-wimbledon-1301,0.5003896341091583
10907,1,0.4795014380096093,2023-wimbledon-1301,0.5048832451385545
10945,0,0.2352672840465713,2023-wimbledon-1301,0.4991196196319051
11007,0,0.4324514767971952,2023-wimbledon-1301,0.4950226839309657
11046,1,0.6597134362339904,2023-wimbledon-1301,0.49713347968930927
11104,0,0.3492175721487047,2023-wimbledon-1301,0.5005791583232573
11136,1,0.6459497833119622,2023-wimbledon-1301,0.49617927569029396
11176,1,0.9500839583505816,2023-wimbledon-1301,0.5004033776784778
11229,0,-0.2388226343011827,2023-wimbledon-1301,0.5059905772011682
11258,0,0.2886037668242193,2023-wimbledon-1301,0.4884740710639002
11342,1,0.5354856290483707,2023-wimbledon-1301,0.4940009214426368
11395,0,0.5003306624441415,2023-wimbledon-1301,0.49715718247031027
11427,0,0.5214014894548551,2023-wimbledon-1301,0.49674585463093707
11554,1,0.5286835336171197,2023-wimbledon-1301,0.4971031279849113
11571,0,-0.0136294291325472,2023-wimbledon-1301,0.4973221832363188
11592,0,0.0135531041238373,2023-wimbledon-1301,0.48865950161506944
11627,0,0.5341099585513074,2023-wimbledon-1301,0.48703150546606694
11647,1,0.5412445034198841,2023-wimbledon-1301,0.49351199375971466
11684,1,0.5722632136059993,2023-wimbledon-1301,0.493793129195913
11712,1,0.691727223267958,2023-wimbledon-1301,0.4944870059856166
11753,1,0.929062542093678,2023-wimbledon-1301,0.4967291143737488
11818,0,0.4612633966321018,2023-wimbledon-1301,0.5013405046873516
11842,1,0.97846699889601,2023-wimbledon-1301,0.4955292047865013
11875,0,0.2597075136467497,2023-wimbledon-1301,0.5037097704351063
11924,0,0.3745927371103528,2023-wimbledon-1301,0.4940552780494254
11953,1,0.9845546314057936,2023-wimbledon-1301,0.4949683146399618
11986,1,0.9440597800515372,2023-wimbledon-1301,0.5042729445717702
12021,0,-0.0311537301757802,2023-wimbledon-1301,0.5055173743542534
12054,0,-0.203845523123441,2023-wimbledon-1301,0.491631237658273
12178,0,0.025676694792829,2023-wimbledon-1301,0.4868251224545498
12235,1,1.0011318281141095,2023-wimbledon-1301,0.48780052375248156
12303,1,0.4918583200037802,2023-wimbledon-1301,0.501574837217316
12328,1,0.5640735983064429,2023-wimbledon-1301,0.4953861287826079
12364,1,1.10824902314907,2023-wimbledon-1301,0.49652295582713013
12422,1,0.4609743076562,2023-wimbledon-1301,0.5054431938636946
12488,1,0.9088083966614272,2023-wimbledon-1301,0.4974552315660086
12536,0,0.441247370230143,2023-wimbledon-1301,0.5044310618438712
12561,1,0.5307334897036584,2023-wimbledon-1301,0.4985439809520633
12594,0,0.3632710781528183,2023-wimbledon-1301,0.49974651040474855
12631,1,1.300291090505112,2023-wimbledon-1301,0.49720981859658153
12747,1,0.5011692937755117,2023-wimbledon-1301,0.5115410545605777
12781,1,0.621464183844683,2023-wimbledon-1301,0.501850276853623
12825,0,-0.0228689287009677,2023-wimbledon-1301,0.5037488101388109
12864,1,0.5387375132070188,2023-wimbledon-1301,0.49401180811916545
12893,1,0.5170629207638333,2023-wimbledon-1301,0.5009604353918496
12932,0,0.5091840295436763,2023-wimbledon-1301,0.5007579770079412
12954,1,0.998749240670764,2023-wimbledon-1301,0.5006937493170692
12986,0,-0.2042787748831008,2023-wimbledon-1301,0.508428847576863
13012,0,0.3091846741710857,2023-wimbledon-1301,0.4913004445267142
13041,0,0.0485965041760579,2023-wimbledon-1301,0.49684071777920624
13172,1,0.6967181415234551,2023-wimbledon-1301,0.49207096236523185
13214,1,0.9731494682773192,2023-wimbledon-1301,0.500637188968043
13260,0,-0.0024132858314646,2023-wimbledon-1301,0.5056740721235876
13292,1,0.753178384602412,2023-wimbledon-1301,0.49207146784760214
13336,0,0.5211915720122631,2023-wimbledon-1301,0.5021294725586013
13368,0,0.5420363867987357,2023-wimbledon-1301,0.4993952627661349
13429,1,0.6770774689758559,2023-wimbledon-1301,0.49979814109485565
13463,1,0.5122390873845954,2023-wimbledon-1301,0.5020552593611365
13510,0,0.5044136137846309,2023-wimbledon-1301,0.5001001386620285
13548,1,0.6187849744076783,2023-wimbledon-1301,0.5000207487399638
13588,0,0.2795369367788434,2023-wimbledon-1301,0.5018172570229311
13635,1,0.540079483170515,2023-wimbledon-1301,0.4969454757457067
13671,1,0.9734250817674724,2023-wimbledon-1301,0.5002421109266412
13738,1,0.9464581947053384,2023-wimbledon-1301,0.5071132066811856
13855,0,-0.01510924564282,2023-wimbledon-1301,0.5083023286184449
13912,1,0.6261905252200153,2023-wimbledon-1301,0.4948896518002097
13950,1,0.6516689792429184,2023-wimbledon-1301,0.5030851162826177
14005,0,0.514207581474099,2023-wimbledon-1301,0.5039000219924946
14041,0,0.4027917055015963,2023-wimbledon-1301,0.5022747939793893
14102,1,0.5573878787071683,2023-wimbledon-1301,0.5005917670188104
14134,1,0.5219448779746148,2023-wimbledon-1301,0.5026509610266479
14171,1,0.514000254851106,2023-wimbledon-1301,0.5022878598477325
